reviews
"




                    The media could not be loaded.
                



 After long days searching & waiting, Today only recieved this product. Awesome formal look. Feel comfort to wear this. I searched this same on many Titan showrooms. But I can't find out. But now happened to wear ma love. I love Titan 😍❤️ King always King 👑😍❤️
"
"
Thanks Amazon...it's really amazing I bought it for uncle he loved it
"
"
Titan should make more models of these types of watches . Only con is outer section of chrome dial takes Scratches very easily. This is not expected from a Titan 4.5k watch though the glass feels like scratch proof . My 3k Timex (company of USA) is fully scratch proof, both outer dial and glass.  Till now my watch works perfectly.No issue.
"
"
Very Good
"
"
Got this for my dad and he loved it. It looks classy and everything works as expected.
"
"
Its really a good watch in such range of 4k to 5k & Getting Titan watch in this much price is really good. I would recommend this watch.
"
"
product is good but Amazon ships me is this product is not working properly. I am unhappy with your service. The product shipped by Amazon is useless not working properly. Compelety dissatisfied with this type of sellers product shipment.
"
"
Really good
"
"
Product is ok... But in package manufacturing date is showing 18 june 2018 , However I brought it on April 2021
"
"
They give us the used and repaired watches 1 st time i can saw the problem in this watch and then i repalced it but the 2nd time i can't saw any fault it means scratches. When i can used this watch then i can saw some scratches in frame and my return period is over. So be careful check the every product properly because you pay some thousand of rupeesAnd 2 nd i can't expect from the Amazon and Titan also.
"
"
There is no mention ""Water Registance"" though Titan describe as Details Water Registance products mark on the back metal side.If it's not Water Registance Can I return.!!! I buy this product at Rs-3246/- other systems is good.And mention you that the SL no of Watch and getting SL No on logo that's not Match.If sl no of Watch 1766SLAA then mention 1766SL03 I don't know what is this purchase carefully.ok
"
"
Good buy
"
"
I bought for my friend.he liked it so much.its dail color is beautiful. U can use it for casual or formal attire its goes with both ..under 3500 it's a great deal.go for it guys 👌👌👌👌👌
"
"
Iska patta thoda chota hai par watch mst hai
"
"
Belt/strap seem to be duplicate, nor original leather. Strape holders broke after 1 month use.
"
"
Very light weight, Impressive performance,No delays in (Hour,Min,Second,Date,day,24 hrs dial),Looks elegant rich class, worth to buy without doubt with MRP also, Timely delivery of the product,Thanks to the seller and Distributor-(Amazon )for fantastic real authenticated watch.But when I saw keenly there was a thumb impression inside a glass at the position 20th minute. Later I got it cleaned at watch centre.
"
"
Medium sized dial with gentle look light weight and made for rough use.
"
"
Nice and healthy look. A classic appearance. Value for money.
"
"
Genuine watch
"
"
Everything about this watch is awesome... The looks, the features and the brand itself... Just one word... ""Jhakaash "" !!!
"
"
Titan needs to start giving quality straps with their timepieces, its a major letdown considering the MRP
"
"
I liked the appearance of the watch very much.  The only thing I disliked is the diameter of the dial of the watch which was shown as 44 mm but the actual size of the dial is much smaller than 44 mm.  Henceforth please give the correct specifications of the watch as this may misguide the buyers.
"
"
Got it at 30% discount(roughly 1.5k).And the picture given is quite misleading since the dial seems to be pearly white in it, but it's off white with a touch of champagne in the supposedly inner concentric circle, and the border which is way better than the former imo.. I had doubts regarding this watch due to it's unclear pixelated image, so here u go. Hope it helps. I would definitely recommend u to buy this.
"
"
I think it's duplicate because I didn't see the titan logo locking side. I gave them back.
"
"
Bought it for my friend, he loved it. The watch looks classy and you can definitely go for it.
"
"
I am very happy with this purchase on diwali sale. Excellent design from Titan. Proud to have this one at this price range. I have searched extensively online including titan website for regular wear stylish watches. I have shortlised this one (Blue) and 1766SL02 (black). Though both are good, I have gone for blue. Strongly recommended to buy. Please check your wrist size Vs Dial Dia. It may look big if wrist is thin.
"
"




                    The media could not be loaded.
                



 Very nice product 👍🚩
"
"
I feel good about this product
"
"
Nice product, worth for money...
"
"
Very good product.
"
"
Price is justifiable. Quality is amazing, given the price. Go for it.
"
"
Not up to the mark
"
"
If you are looking for premium analog watch in Brands go for this one,I completely love this watch,
"
"
Value for money. Nice watch for casual and other purposes. Have a sporty look. Recommend.
"
"
Over all got a good deal but not sure about the warranty details as how I will awail it in future
"
"
The original product is same as the picture,very light in weight.I bought this with just 3147 rupees  availing the discount that Amazon was providing.
"
"
Looks good....as just got so can't say about it's life or machine quality... If everything will be fine then it's value for money!
"
"
Product looks premium the actual price in showroom is above 4 thousand rupees.The watch is simple and sweet and goes with casual and formal as well
"
"
The product is just awesome as a lover of titan❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🌹🌹🌹🌹🌹🌹🌹🌹
"
"
Nice
"
"
I like the watch look and quality. Just a small improvement required, strip size is very small and cann't be fit for big hands.
"
"
Excellent product this review after 2 year
"
"
Nice
"
"
Just go for it..more beautiful than the picture.
"
"
""Value for money"", ""Light Weight"".
"
"
Belt size is very small, if your wrist is heavy please don’t buy.
"
"
Seems genuine product. Nice looks, fits well on my wrist and looks good as expected.The strap could have been of better quality. The product is worth its price (as paid) i.e. its' value for money.
"
"
As good as expected
"
"
Good
"
"
Love this
"
"
I like it's look but the buttons click automaticly which is annoying .I buy it for my husband he likes it very much
"
"
Good but strap is thin and small in size those people in big wrist watch is small in size .
"
"
As it was described,it the same watch. I ordered for my father. He is very happy to use it. Awesome watch. Titan is Titan👌😊Thanks Amazon for such a great deal.Offline in a shop I saw the same watch for ₹4800 and Amazon gave for 3500.
"
"
Awesome watch within the budget.
"
"
It’s a good product just the belt material is average.
"
"
Excellent Product. Great value for money. The champagne colour compliments the shiny silver body. Once again, titan didn't disappoint.
"
"
Amazing product from Titan.
"
"
Nice & Classy watch, with a not so good leather band.
"
"
Worth the price. Actual product is better than the one in photo. Feels premium. all the buttona are working properly. surely recommends this to buy.
"
"
I have purchase 2 month ago this watch . Found 1 problem in this watch day function is not working properly.
"
"
Good product but price seems extra
"
"
It good quality n very nice product
"
"
Titan as a brand of watches always amazes me.. this time too it's not different. The built quality is superb and looks very good, better than images on site. Definitely a buy for someone looking for a cool casual watch
"
"
xactly service...... Orijnal product.. Thanks amzon
"
"
just day is changing at sharp 12:00 a.m to next day
"
"
A good formal watch which ozzes class...
"
"
Best product in the price range
"
"
A very good watchIt looks simple and sober..Happy to buy it
"
"
Hi Guys, I bought this watch on amazon for ₹ 1,998 only, on 60% discount. It is a very beautiful watch, it looks awesome, i highly recommend it. Quality and finish are very nice, dial size is nice and looks quite good, Titan watches rock..
"
"
Good
"
"
Fantastic
"
"
Day analogue taking more time to change the day
"
"
Date and day setting is not matching automatically. Rest is good
"
"
I am writing this review after 4 months of purchasing this watch.This watch is very goodlooking and smart.Value for money.Just go for it.When I purchased this watch,its price was 3000 rupees.Just loving it
"
"




                    The media could not be loaded.
                



 I agree with everyone, this time piece looks way more beautiful than the photograph. You can't deny being notified with this classic time teller on your wrist.Unless you see it yourself or wear it, you won't completely understand how classy and dependable this is.Right now I'll give it few years to be a part of me.
"
"
Deserve 4 star rating.I would have given 5 star if leather length would be slightly longer.
"
"
Good product at it's price range. And looks stylish
"
"
4.5 star really leather strap is sooo good
"
"
I had another watch with blue colour, this one has Blue plus white combination which is really good.Good buildGood designGood leather strapsLight weight
"
"
I was disappointed wheni received the delivery the package was damaged checked the watch I was not as impressed as I thought cause watch is a bit heavy and belt quality is not that good
"
"
Nice watch
"
"
Seems like refurbished watch. Inspite of setting date multiple times,  it's keeps fast forwarding by 2 or 3 days. Amazon has started cheating.
"
"
Looks and feels really good. Glad I bought it when I did.
"
"
Nice product. On-time delivery
"
"
Good Product
"
"
I ordered this watch for myself and its a great value for money i really love the leather and the built quality is great for the amount i paid. Great product all in all.
"
"
I thought it as light blue, but it is dark blue
"
"
The date dial doent works properly, always skips and shows advanced dates than current date even after correcting it.
"
"
Most elegant design and practical chronograph.. Best buy in segment
"
"
Product is worth for the amount
"
"
quality but not visible in dark
"
"
Hello All,Writing this review after useThe watch amazing,beautiful and elegant.Gifted it to someone and man it was looking really nice when i saw that person wearing it in a function.
"
"
It is good
"
"
Ok
"
"
Good looking watch, value for money
"
"
Very nice product & delivered on time & in mint condition the watch was perfect working only outer box of watch was looking like weard but watch.manuals was mint thks Amazon beautiful watch
"
"
The watch is worth the money spent
"
"
Superb Watch,I bought this last year and it cost me Rs.3295/-.
"
"
Good but not better
"
"
Great looking watch and makes it a great gift for someone very important.  Looks classy and professional, backed up with Titan's promise...  Great watch
"
"
Dial could have been white to give a more classy look.
"
"
Amazing watch
"
"
Good looking
"
"
It was a gift for my brother. He really loved it. It looks classy.
"
"
This watch actually looks ways better than shown here. If you are confused about looks. You will certainly be satisfied. Also,dial is also not too big, as it easily fits in the wrist.Overall, an awesome product from Titan.
"
"
Super as per value
"
"
Nice professional look and best quality. Original Titan watch with company warranty, Also looks good if someone is looking for a semi casual look dial.
"
"
Great quality
"
"
Average
"
"
OK
"
"
IT IS REALLY AMAZING.4/5
"
"
Good
"
"
ok
"
"
Superb as expected
"
"
Nice watch but leather may got damage soon
"
"
In this price its a stylish watch from a brand like TITAN...!! Light weight loved it.
"
"
Product delivered is not as attractive as shown in the Picture
"
"
Good quality
"
"
Best deal origineal titan watch thanks amazon
"
"
Looks way more classy than in the picture. Bought it for a friend for his wedding and he actually wore this on his wedding day! Need I say more ?
"
"
Nice
"
"
NYC watch I like this product
"
"
The leather strap of the watch was of poor quality and it broke after 7 days use
"
"
Amazing looking product, looks a lot better than in the pictures. The build quality is good, been over a month and yet to find a flaw in this watch.
"
"
Nice watch
"
"
Good product
"
"
Look's Great. Date and time works perfectly you just have to change the month if it is 30days by one click because dialers have 31 days.
"
"
Good looks... smooth finishing
"
"
Watch is nice and has a decent look and does justice to the brand name Titan. I bought it to gift someone and he is more than likes it.
"
"
Such a beautiful watch . Feel me
"
"
looks awesome but seems that the product is not an original one becoz the serial number on the back is neither matching with the tag nor with the warranty card.
"
"
Good watch
"
"
Timer function ok....No night time radium facility...if we invest Rs.3000-minimum needs to be fulfilled....
"
"
cool one
"
"
Very good product
"
"
Good
"
"
The watch is very elegant and great value for money.The brand is also well known.Good watch !!must go for it.
"
"
Awosome watch
"
"
A good watch but I doubt about it's originality
"
"
It is really so beautiful watch in this money, all the things are good, but not best, all over paisa vasul deal h
"
"
Good product
"
"
awesome watch in just 2999/- Titan is a valuable brand. product is 100% genuine. leather quality is great. leather strap is a little bit small.
"
"
Looks good and very light, happy with the product. Got it for a great price in flash sale.
"
"
Satisfied
"
"
Looks gud, works fine...
"
"
Best deal ever👍👍👍#Titan#Amazon
"
"
It is the best watch Ihave ever purchased in the best price ever. I want to recommend it to all buy it without any hesitation.
"
"
One of the best quality watch from titan... Looks classic... However dial is a bit large...so wear it accordingly.
"
"
Looking good and stylish
"
"
Watch Battery was damage , not working ...Other wise look and material was 👍
"
"
Nice product from Titan.
"
"
I don't understand why authorised seller (showroom seller) don't accept that product is genuine
"
"
Cloud tail Great job and thank you for original watch as per my nearest titan showroom they confirmed the sameMust try it’s good
"
"
Best qualtiy
"
"
Its nice for formal use.
"
"
Very nice and classic watch.
"
"
badiya
"
"
😎Nice
"
"
Brought at just ₹1998/-
"
"
Good
"
"
Superb
"
"
Nice looking watchSuperb
"
"
Excellent watch...go for it
"
"
It's a great watch. Really looks standard on your wrists. I got it in a steal deal of ₹1995. Absolutely worth it.
"
"
Nice
"
"
Nice watch,
"
"
Good watch
"
"
Nice watch
"
"
Good
"
"
Fabulous
"
"
I gifted it to someone... And he really likes it...
"
"
Good product
"
"
Nice
"
"
Leather quality is too low
"
"
Awesome watch for everyday wear. Blue colour along with brown strap looks very good. Bought it in 2000 rs. Totally worth the price.
"
"
Nice product and it's as in d pic..everybody likes t..Tks 2 Amazon for delivering original product..also swift delivery..
"
"
Its really wonderful watch at this price. I did an enquiry at local titan outlet and there it costs much more than this. Nice watch in original packing
"
"
Nice looking
"
"
Good looking.
"
"
Nice
"
"
Awesome
"
"
Super
"
"
Bought for friend... He have using it since 2 months  without any issues.
"
"
Nice watch
"
"
✌️
"
"
Nice
"
"
little disappointed belt is too hard and short . not upto the mark
"
"
Amazing
"
"
It's a medium size watch.  The product is genuine but we can't claim a warranty. Good for summer wear with light and sleek design. Go for it!
"
"
Good
"
"
It's amazing
"
"
Nice
"
"
Good.
"
"
Loved this watch. It has classy look and the leather belt is perfect match with the dial.
"
"
Bought it as a gift.  Value for money.  Looks better than the picture
"
"
Best watch to buy at this price range. Brown leather strap looking nice. Its genuine product same varifiied from titan showroom.
"
"
Stylish and affordable. I got this watch in a lightning deal and it was priced reasonably. Loved it
"
"
Perfect wear.Looks elegant for this price.I recommend this watch/chronograph especially if you are on budget!
"
"
One time investment
"
"
Very good product.... Really it's value of money.....👍🏼
"
"
I got this in just 1999 Rs. It's genuine and very good product. Thanks Amazon for on time delevery.
"
"
Super
"
"
Nice watch
"
"
Just awesome. Leather is so soft., Dial is also very glossy..overall very good watch. Just value for money
"
"
Strap no good
"
"
Very nice look. Too easy to set time, date & day. Good packaging and timely delivery by Amazon.
"
"
Tnq Amazon, This item is way better than the image shown by Amazon, value for money.
"
"
Look is very good and Quality is also good.Most importantly it is original Titan
"
"
One of the best watch at this price point and delivered on time.
"
"
Its worth for money i have paid. Lookwise , and happy that i have received original product .
"
"
Good
"
"
Nice watch Exactly same as shown in images . Good for mens
"
"
Got the product for Rs.1998, delivery was on time, packaging was good, overall a good looking product. If u r looking for a decent watch, this would be an ideal choice for you
"
"
Strap is bit weaker, rest all is made to perfection
"
"
Nice product and nice watch delivered before date of delivery
"
"
Very nice watch
"
"
I purchase this for my Father it's looks very premium ..
"
"
Ultimate worth to buy really satisfied very much
"
"
Very good product more than my expect.Every thing work properly. Amazon delivery very good timing.
"
"
It's look nice n classy. I m happy to buy this watch 😄
"
"
Nice watch I gifted it to my friend Akshay and he really like it😘😘
"
"
Absolutely gorgeous. It's a steal at INR 1998. Less than 3K range it's the best buy.
"
"
It looks very classy ..goes with both casual and formals
"
"
I like it... Very nice product.. 100% as per expected..Thank you Amazon.🙏
"
"
the moisre is cover in side the glass  what i want to do
"
"
No changed same product
"
"
leather feels soo premium , it standouts the crowd
"
"
Good
"
"
Very disappointed, waste of hard money. It is not waterproof as mentioned and its day dial stopped to working after even two month.
"
"
It is beautiful
"
"
Quality of the watch is highly amazing, unbelievable and satisfying.
"
"
Very good product
"
"
Product is good.
"
"
I am glad
"
"
Product is good ,but doesn't mention shop name and seal on warranty card
"
"
The watch looks much more expensive than what its price is.. I love it. Worth the money I would say. Moreover I got it in deal of the day for under 2k.
"
"
Good product and excellent style
"
"
Nice product
"
"
Nice watch in very good price
"
"
This is the very Good Product
"
"
Value for money
"
"
Got it as a gift for my Dad. He loves it.
"
"
Nice
"
"
Awesome
"
"
Very good
"
"
Excellent
"
"
I like the product...Date and Day also working..and amazon fast delivery(20 hrs)
"
"
Nice product
"
"
Really nice watch and looks very good on hand. Worth the money.
"
"
Like dis but should be cheap.
"
"
Nice design and nice product
"
"
Best in class watch...  Best for the price
"
"
Nice product from amazon
"
"
Good
"
"
Vry nice .. excellent gift for someone special
"
"
Awesome Product at Best Price...  Loving it
"
"
I am using this.. Very nice
"
"
Best watch . Best Brand . Thanks for Titan company
"
"
Nice product . It is much better than i was expecting
"
"
Smart professional watch it's very beautiful
"
"
Nice material used. Does not get rugged even after extensive usage.
"
"
Very good watch..fully satisfied
"
"
Good
"
"
It looks super cool.
"
"
Amazon price is good, in this watch
"
"
An amazing product of Titan in this price tag...
"
"
Fantastic Watch to wear on wrist
"
""
"
Good one
"
"
Go for it blindly..... Worth for 3k...  Looking rich.
"
"
This is a must have watch
"
"
The Best with good Pricing 😁
"
"
Excellant watch . Price under 3k really worth it
"
"
It's awesome value for money
"
"
Value for money
"
"
Value for money..
"
"
Nice looking
"
"
Looks really good.
"
"
Good watch
"
"
It's value for money.
"
"
Good looks for watch
"
"
Awsome product it is... Go for this... Got in 2k..
"
"
Nice watch. I love it
"
"
Very Good..
"
"
Good one
"
"
Best watch
"
"
Looking branded & stlish also
"
"
An buying with offer 1998 rupees
"
"
Nice watch give to brothers as his birthday gift
"
"
100% original product thanks amazon I am very happy
"
"
It was nice. Loved it.
"
"
Good
"
"
Worth if at discount
"
"
Very nice product
"
"
This watch is very nice... Looking so cute
"
"
Every time function best
"
"
Always good product must buy from amazon
"
"
value of money Awesome Titan
"
"
Ugi
"
"
Fabulous product.
"
"
Nice one, value for money!!!
"
"
Value for money.. Good quality
"
"
Nyc product
"
"
Value for Money and look pretty good
"
"
Good product..
"
"
Trustable product in quality
"
"
Watch looks awesome
"
"
value for money.
"
"
Looks extremely awesome.
"
"
Dial is small
"
"
Worth buying it.
"
"
It’s very nice watch
"
"
Good looks
"
"
best watch ever
"
"
I am low price I got it
"
"
Good
"
"
Wonderful watch
"
"
Decent watch.
"
"
Loved it .. very classy and worth the price.
"
"
Good
"
"
Good product
"
"
Value Product
"
"
Simple and elegant watch. Worth the money.
"
"
Very nice watch.. looks amazing.
"
"
Value for money
"
"
Nice product and value of money..
"
"
I like it
"
"
Very good
"
"
Fantastic
"
"
BETTER THAN I EXPECTED..LOOKS AMAZING
"
"
Got a fake product. Don't buy.
"
"
Excellent watch for men...
"
"
Must buy product. Looks perfect in hand.
"
"
Good
"
"
Very good
"
"
nice
"
"
Nice watch
"
"
Great watch
"
"
Excellent
"
"
Good
"
"
Looking good
"
"
Nice product
"
"
Wow mind-blowing watch thanks Amazon
"
"
Great product
"
"
Very nice
"
"
Nice watch in reasonable price. Good to buy.
"
"
Hi
"
"
Gghhb
"
"
Very nice watch...
"
"
awesome watch
"
"
Elegant
"
"
Nice one ...but no chronograph
"
"
Good
"
"
Good looking.
"
"
Nice
"
"
Good
"
"
awsome watch .... good quality
"
"
Awesome looking 👌👌
"
"
Amazing!!!!
"
"
Love this watch
"
"
Good
"
"
Very nice and useful product
"
"
Good
"
"
Good looking. Dial size ok.
"
"
Excellent
"
"
Like this product.
"
"
Geart
"
"
Masterpiece
"
"
Very good watch
"
"
Nice look. Watch working properly
"
"
Good
"
"
On the warranty card there is no data and dealers seal also the serial number is not same as on the billing information very disappointment.
"
"
Best price watch
"
"
Good
"
"
Amazing
"
"
Very nice product
"
"
Awesome
"
"
Awesome product.... Luvd it....
"
"
Worth the price
"
"
Nice well done
"
"
Good
"
"
Awesome product
"
"
Awesome watch in this price !¡!!😊
"
"
Awsome...
"
"
best one at this cost.
"
"
Wow
"
"
Nice
"
"
Good
"
"
Good
"
"
Good Watch
"
"
Receiving dead products. Thank you Amazon.
"
"
Best watch
"
"
nice watch
"
"
Good
"
"
Good one
"
"
Good looking
"
"
Good
"
"
Good
"
"
Nice Product
"
"
Watch does look much better than the picture in Amazon! Everything is working properly!.
"
"
Nice
"
"
Fantastic
"
"
Superb
"
"
Superb
"
"
Shandhaar
"
"
Very nice
"
"
Nice one
"
"
Super
"
"
Very good product
"
"
awesom
"
"
Brilliant
"
"
Good
"
"
Excellent
"
"
Lovely
"
"
Nice.....
"
"
Very good looking....!!!
"
"
Strap broke after 40 days
"
"
Wonderful product
"
"
The Product is fake, the case was dirty, the manual was of a different watch model, the warranty card did not have any details of the watch, the leather is of cheap quality, very thin and cheap. The sole part however seemed original, but cant bet on that. This is the first time I have faced this.
"
"
Nice watch
"
"
Wow superb
"
"
Guys This Was is Totally Copy of Titan. Fake Product . I have requested to return it 3 time but no body came to pic up
"
"
Not the quality as i expected simply I spent so much money
"
"
Belt is damage..after months
"
"
Few months worn and the belt skin have started coming out. Disaster
"
"
Its not working.... How comes a branded watch so costly.. Purchased from amazon be like this.  Its a clear cheating wid customers
"
"
Leather straps are too small..  Wont even fit in my hand...  Pathetic titan
"
"
Stopped working in 7 months
"
"
Not up to the expected level...
"
"
Beautiful watch at reasonable price to gift your loved ones. Happy with this purchase. Go for it guys don’t think
"
"
Very bad quality belt
"
"
No watch was inside the box
"
"
Duplicate
"
"
I received a defected product.... Really disappointed
"
"
Product is not working
"
"
Soso
"
"
Damage product
"
"
Got the box that old and used one I dont know this watch is orginal or copy and how to get the warrenty and the services from titan but its Light weight and medium size dial its look like awesome I got this watch for 2900 rupees
"
"
Great value for money!! The watch looks premium and is gorgeous the onky problem I'm facing is because of date dial which i need to set after a couple of momths as it completes the rotation of 31 parts even in 30 and 28 days month... Apart from this which is not a big issue(untill you forget to set the date and you miss something important)the watch is great value for money
"
"
Very liked...
"
"
Good
"
"
Good
"
"
Good looking good quality 👌good product  all dhe best titan watches ⌚my favorite product the watche Ismail Ansari maharajgang  (up)
"
"
Product doesn't look like shown in pic, colour is dull
"
"
And the Titan watches really looks really very  nice and cool. I brought this on 11th Oct 20. Really osm. Just go for. I am really satisfied. Good  amazon products
"
"
Good to use, quality is good also valua of money is good,weight is also goog, good to look,not more wr
"
"
Awesome watch.. Looking so dashing..under 5k its so good .my opinion is pls try if u want to look for a dashing watch then go for it...
"
"
Good product but dealer stamp , signature and date .. Nothing is mentioned in  warranty card . Is it valid with bill??
"
"
Didn’t expected it’ll look so good . Best price. Best product. Value for money .
"
"
Gifted to my husband on his bday he loved it looks very nice
"
"
Good
"
"
I am so happy with the product and moreover happy with the Amazon service.I request the for the delivery as it was my hubby birthday and they delivered it .so much thanks
"
"
This product is fabulous .. love so muchDial looking is very attractive
"
"
Good product for Titan brand watchAnd thanks 🙏 to amazon delivery such a great app
"
"
It's a gorgeous watch you guys must try it. Looks royal in arm I got it in sale I just pay 2000 for this master piece
"
"
Thanks just loved by my love 😊😊😊 Happy with the product.Look was Soo goodPrice was pocket friendly loved it
"
"
I buyed thi watch but it was defected I buyed it to gift my dad 🥺 but this defected product made me sad
"
"
Great product fron titan..built quality and look is jst amazing
"
"
So elegant watch my father loved it.It's show absolutely perfect looking on wearing . I gifted to my papa
"
"
This is really good and worthy
"
"
Gud
"
"
Absolutely value for money.
"
"
Best ever watch in my life..love it
"
"
Nice
"
"
Very worst quality... Don't buy this... because it started rusting in the edges of watch... Within 3months
"
"
This watch is good but the strap is of low quality. And the warranty card is not signed by the dealer.# After two month Day and date not showing properly
"
"
Wrist band starp is old and hard and looks worn off and old not satisfied at all with the product for the prize paid .
"
"
Is this product genuine??other customer reviews shows that it is fake!!
"
"
Not working
"
"
Worst product.
"
"
Good watch value for money
"
"
All are like. Date Day 24hr
"
"
Got a better option somewhere else
"
"
Was looking a watch for my dad, he loved it. Perfect size of the dial and comfortable strap. Packing by Titan👌👏 All n all, a good buy🤩
"
"
As per expectations
"
"
Watch is very good and comfortable and designe is also OSM
"
"
Very good
"
"
Lovely watch
"
"
Thank's titan
"
"
Good
"
"




                    The media could not be loaded.
                



 This is after using it for 4 months.
"
"
Supar
"
"
Very Beautiful
"
"
The watch looks very premium, and light weight.dial looks so good.
"
"
Liked the design
"
"
This watch is simply awesome. One downside is saw was the top button is for day dial which is occasionally pressed by our palm movement during working and the day changes and you have is set it once again. Other than that it is fantastic
"
"
Smooth, simplistic yet elegant and functional. One of the most beautiful mens watch. The watch isn't too lagre or too small, just perfect. The steel band is a bit large but it can be easily adjusted by a clocksmith. Packaging was nice, comes with it's own box and warranty card.
"
"
The watch looks really good but the movement has some problems it skips a few markers and isn't properly aligned. Other than that the crystal feels rather fragile and cheap. The band has its own issues it's a hair ripper and there's only one micro adjustment slot so you're either taking out a full link or 2mm.
"
"
It's a good watch from a realy good brand
"
"
Warranty card is not dated and signed by dealer . therefore is will not cover warranty.as it is strictly mentioned in card.
"
"




                    The media could not be loaded.
                



 This is after using it for 4 months.
"
"
Supar
"
"
Very Beautiful
"
"
The watch looks very premium, and light weight.dial looks so good.
"
"
Liked the design
"
"
This watch is simply awesome. One downside is saw was the top button is for day dial which is occasionally pressed by our palm movement during working and the day changes and you have is set it once again. Other than that it is fantastic
"
"
Smooth, simplistic yet elegant and functional. One of the most beautiful mens watch. The watch isn't too lagre or too small, just perfect. The steel band is a bit large but it can be easily adjusted by a clocksmith. Packaging was nice, comes with it's own box and warranty card.
"
"
The watch looks really good but the movement has some problems it skips a few markers and isn't properly aligned. Other than that the crystal feels rather fragile and cheap. The band has its own issues it's a hair ripper and there's only one micro adjustment slot so you're either taking out a full link or 2mm.
"
"
It's a good watch from a realy good brand
"
"
Warranty card is not dated and signed by dealer . therefore is will not cover warranty.as it is strictly mentioned in card.
"
"
Awesome product I like very much that product. It is light weight and water resistant.
"
